SupplyDemandRatio,reps,inv_mean,inv_rmoe,serv_mean,serv_rmoe,gini_mean,gini_rmoe,minsl_mean,minsl_rmoe,maxmindiffsl_mean,maxmindiffsl_rmoe,wgtdstddev_serv_mean,wgtdstddev_serv_rmoe,stddev_serv_mean,stddev_serv_rmoe
0.6,10,6.593,0.0104407763332212,0.57345,0.00241749798243899,0.23191,0.0171947309240366,0.13482,0.0542929184137568,0.85707,0.0111384741366672,0.23546,0.0150435376343379,0.22606,0.0143064911296769
0.65,10,7.16,0.0109573220046425,0.62154,0.00283156372852084,0.19379,0.0157953633088194,0.1594,0.0400638567785956,0.83757,0.0084426273548591,0.21398,0.0141578407372517,0.20865,0.0133555758877156
0.7,10,7.646,0.011356514270691,0.66908,0.00274343279570739,0.16374,0.00930156084670281,0.2248,0.107084039180704,0.77473,0.0312428129011038,0.19338,0.0100515757707204,0.1886,0.0145038762722864
0.75,10,8.572,0.0126612248772829,0.71344,0.00300840552963254,0.14266,0.0138001906731099,0.35951,0.030413877372236,0.64031,0.0169893324649032,0.18079,0.0147780185802798,0.16474,0.0132713084490265
0.8,10,9.854,0.0100209370609896,0.75329,0.00238073666769377,0.13177,0.00961174934531101,0.3753,0.0270034033561395,0.62452,0.0159372884990998,0.17871,0.0113465671520761,0.16302,0.0136882354949668
0.85,10,11.067,0.00999425845491823,0.79451,0.00349272625231701,0.11465,0.0230028303725135,0.38888,0.02620189958278,0.61095,0.0168124489891583,0.16693,0.0218985272139736,0.14973,0.0141431698555779
0.9,10,12.029,0.00666726179246535,0.8346,0.0028847376399448,0.088,0.0280750257472201,0.40701,0.0380427122232957,0.59299,0.026111341341344,0.13574,0.0257132516126994,0.12766,0.0298617719952721
0.95,10,12.442,0.00777010722256101,0.87829,0.0033420287353604,0.05436,0.0568983340893417,0.49943,0.0541974771323153,0.50057,0.0540740475941272,0.09048,0.0539992279767451,0.09137,0.0438607238195358
1,10,13.007,0.00721644063503738,0.91979,0.00281131782646943,0.03471,0.0434835242602485,0.63892,0.0480601987484582,0.36108,0.0850410495855903,0.06158,0.0453258130529631,0.05837,0.0324173061854457
1.05,10,14.151,0.00943119391187803,0.9486,0.00232441440580116,0.02677,0.0696649966615466,0.73697,0.0702464934010881,0.26303,0.196819975827092,0.04838,0.084376524414977,0.04725,0.0456097225561351
1.1,10,14.74,0.00632450033545083,0.95913,0.00247220710928905,0.02319,0.0727874407929332,0.74989,0.0702565168660508,0.25011,0.210645953511186,0.04349,0.088713444325919,0.04354,0.0405711167632491
1.15,10,14.808,0.0069754731102079,0.95999,0.00252532762980366,0.02299,0.0736074045770371,0.74989,0.0702565168660508,0.25011,0.210645953511186,0.04335,0.0891524331530778,0.04346,0.0404004184484639
1.2,10,14.813,0.00700443234541675,0.96006,0.00252491424903701,0.02297,0.0736780830120298,0.74989,0.0702565168660508,0.25011,0.210645953511186,0.04335,0.0891524331530778,0.04347,0.040300704833987
