SupplyDemandRatio,reps,inv_mean,inv_rmoe,serv_mean,serv_rmoe,gini_mean,gini_rmoe,minsl_mean,minsl_rmoe,maxmindiffsl_mean,maxmindiffsl_rmoe,wgtdstddev_serv_mean,wgtdstddev_serv_rmoe,stddev_serv_mean,stddev_serv_rmoe
0.6,10,6.023,0.0121087245925478,0.57469,0.00271867583983267,0.25807,0.00838116813520339,0.11618,0.117288885220008,0.87573,0.014228065368625,0.27656,0.00921512876770602,0.25871,0.00515499371021409
0.65,10,6.58,0.0114162810170365,0.62352,0.00267830911588759,0.21465,0.00991919448338677,0.15509,0.0530907082530861,0.8382,0.00941475131089534,0.24697,0.0107332991206376,0.23328,0.00664265557328127
0.7,10,7.346,0.0118470346051292,0.67037,0.00273337978024013,0.17993,0.0105575932734272,0.16586,0.0348192854625944,0.82975,0.00718950463047141,0.22021,0.00951753447770953,0.21137,0.00544752442338856
0.75,10,8.385,0.0109873901816811,0.71429,0.00295435560719969,0.15075,0.0121846959837662,0.3175,0.0601489866031586,0.67988,0.0296386846057399,0.1949,0.0101088197437058,0.18018,0.00788403595207326
0.8,10,9.115,0.0113749401755806,0.75946,0.00310414553740589,0.12429,0.0192957384650018,0.39451,0.03454798249082,0.60377,0.023715598653558,0.17097,0.0163042006428206,0.1563,0.0124575093853664
0.85,10,10.032,0.00988870166835741,0.80323,0.00284173357053988,0.10056,0.0248896805052303,0.42464,0.0477277601838986,0.57471,0.0358682659478048,0.14698,0.024859551220605,0.1368,0.00997908185337963
0.9,10,11.331,0.0123730474617384,0.84437,0.00254917077699817,0.07479,0.0297252102430011,0.42759,0.0505479368275736,0.5721,0.0379250887407455,0.11656,0.0270120490274951,0.11491,0.0108398488309751
0.95,10,13.287,0.0134463222697765,0.88119,0.00269748103870447,0.05274,0.0474639235384409,0.45334,0.0562587298422958,0.54666,0.0466548358883152,0.09126,0.0325168282008695,0.09628,0.0158612782248958
1,10,15.226,0.0113611002098058,0.91592,0.00314014482713608,0.03509,0.0528488370601885,0.59424,0.0341525534316082,0.40576,0.0500167915792559,0.0646,0.0490437900267911,0.06324,0.0537951291730687
1.05,10,17.163,0.0129359069254108,0.9445,0.00226057271157239,0.02814,0.0624297916485881,0.65467,0.0511287832107337,0.34533,0.0969289679569428,0.05486,0.0575721020078315,0.05064,0.0405699182510438
1.1,10,19.477,0.0125796548432176,0.9644,0.00181551698095768,0.01948,0.0636846309781769,0.75815,0.0733178230495132,0.24185,0.229836293342933,0.0368,0.0654384197393841,0.03708,0.0508763116600028
1.15,10,21.266,0.00951706812592922,0.97273,0.0015967886058416,0.01633,0.0727235755468362,0.76649,0.0775392011969534,0.23351,0.254520244638143,0.03239,0.0774646716104334,0.03393,0.0670906638320234
1.2,10,22.052,0.00931134783346687,0.97591,0.00163695105180938,0.01527,0.0764423489350635,0.76837,0.0781841757997343,0.23163,0.259354898584993,0.03105,0.0711013325624679,0.03316,0.0618305535318211
