SupplyDemandRatio,reps,inv_mean,inv_rmoe,serv_mean,serv_rmoe,gini_mean,gini_rmoe,minsl_mean,minsl_rmoe,maxmindiffsl_mean,maxmindiffsl_rmoe,wgtdstddev_serv_mean,wgtdstddev_serv_rmoe,stddev_serv_mean,stddev_serv_rmoe
0.6,10,4.979,0.0124960395566595,0.57616,0.00299850546479195,0.28097,0.016451747900271,0.0933,0.0425588477630381,0.89143,0.00713241405823008,0.29237,0.0168981691878684,0.26457,0.0157176132163064
0.65,10,5.476,0.0103901194233921,0.62279,0.00267637513069234,0.23569,0.0184263971430522,0.09766,0.0470210280948818,0.89365,0.00665890834777699,0.26466,0.0189859657674655,0.24039,0.0124292898370651
0.7,10,5.915,0.0101743340136048,0.67181,0.00277168521961385,0.18161,0.0381205891719233,0.10999,0.102705030538721,0.88124,0.0121288519612684,0.22182,0.0402929038327063,0.20495,0.0185177575105644
0.75,10,6.302,0.00767163863323813,0.72023,0.00266823683041536,0.12629,0.0403140480635788,0.15282,0.198092380556572,0.83803,0.0365765088371626,0.16388,0.0390317125135032,0.16228,0.0277235448819389
0.8,10,6.918,0.0083063932769587,0.76582,0.00273471270038663,0.09524,0.0319248315960699,0.32898,0.124400827023416,0.66383,0.0613396928154102,0.13068,0.0319973599571663,0.13618,0.0380945330605007
0.85,10,7.8,0.00840950590772712,0.80957,0.00262695984605188,0.08089,0.0379463212502289,0.37726,0.10195646063444,0.62107,0.062782456207162,0.11762,0.037023721302146,0.12473,0.0236546303935649
0.9,10,8.893,0.0106566257118202,0.84508,0.00295155046904741,0.07341,0.0341720515186593,0.38838,0.108588582704705,0.61117,0.0690684000365528,0.11366,0.032714125888619,0.12268,0.0241108519461774
0.95,10,9.423,0.005353097904848,0.8534,0.00314851191563387,0.07101,0.0356798762771451,0.39143,0.106379499792601,0.60857,0.0684229055060514,0.11198,0.0339877268709584,0.12182,0.0242253255451487
1,10,9.48,0.00493130040607547,0.8543,0.00317259653399473,0.07082,0.0360961444674529,0.39182,0.106104361923792,0.60818,0.0683577412755768,0.11192,0.0343866089180435,0.1218,0.0244199783877994
1.05,10,9.523,0.00474373482720467,0.85473,0.0032023619099384,0.07079,0.036458046899947,0.39622,0.108297978897699,0.60378,0.0710686428812588,0.11197,0.0345641149948995,0.12178,0.0244343568141962
1.1,10,9.556,0.00460869361111361,0.85497,0.00318720419477177,0.07076,0.0360615639382233,0.40109,0.109846749521528,0.59891,0.0735643632024675,0.11197,0.0345916842923242,0.12166,0.024399905095386
1.15,10,9.582,0.00480970938475682,0.85502,0.00317926806353259,0.07077,0.0359898693348482,0.40183,0.109448355182451,0.59817,0.073523634690747,0.11198,0.0345193903050621,0.12166,0.0243502141095322
1.2,10,9.584,0.00489870321056129,0.85506,0.00321897667789295,0.07078,0.0359154621177901,0.40183,0.109448355182451,0.59817,0.073523634690747,0.112,0.0344482905558784,0.12167,0.0243101100151708
