SupplyDemandRatio,reps,inv_mean,inv_rmoe,serv_mean,serv_rmoe,gini_mean,gini_rmoe,minsl_mean,minsl_rmoe,maxmindiffsl_mean,maxmindiffsl_rmoe,wgtdstddev_serv_mean,wgtdstddev_serv_rmoe,stddev_serv_mean,stddev_serv_rmoe
0.6,10,4.2,0.00893598633905916,0.58543,0.00244859747032602,0.2016,0.0144298507711779,0.13233,0.0700933201652917,0.7495,0.017122618505017,0.21425,0.0149054394062886,0.20185,0.00776578418984895
0.65,10,4.686,0.00884426034804985,0.63283,0.00228300376449417,0.16873,0.0118323707810409,0.20867,0.0401354442694946,0.69778,0.0149089742312575,0.19164,0.0126279263668725,0.18163,0.00906436772918469
0.7,10,5.393,0.0124967078789965,0.67891,0.00259451961319828,0.15527,0.0110736716638099,0.29565,0.074690107456856,0.64978,0.0308924961919067,0.18882,0.0126269891299807,0.17427,0.0128967357937986
0.75,10,6.289,0.0082645796538442,0.72235,0.00274342349929975,0.14721,0.0133016582753126,0.34063,0.10077122160526,0.63507,0.0523495112697009,0.19074,0.0145476232368978,0.17487,0.0131668549986583
0.8,10,6.74,0.00600676348847994,0.76802,0.00277788466302024,0.12097,0.0200281874224772,0.38078,0.124940541685004,0.61195,0.07734300200464,0.16571,0.0209170957485562,0.15756,0.0121971155689063
0.85,10,7.201,0.00619946114881798,0.81301,0.0028683951712835,0.08882,0.0291786840487175,0.38655,0.127742816274975,0.60771,0.0806049365294825,0.12824,0.0294186514531754,0.13127,0.0178619532693191
0.9,10,7.716,0.00815849710111422,0.85704,0.003053863314791,0.06437,0.0297959386963194,0.39133,0.128187952558753,0.60626,0.083276229332872,0.10243,0.0258020199273299,0.1138,0.0164579456213982
0.95,10,8.477,0.0104091904631073,0.89857,0.00288881896433838,0.0501,0.0215386894111737,0.39956,0.130734158955716,0.59997,0.0867607708383531,0.09286,0.0234873750707662,0.10726,0.0186992367106799
1,10,9.261,0.00812635947040886,0.92867,0.00228313129727673,0.0459,0.0247111954144929,0.40901,0.130712427125705,0.59099,0.0904629347682442,0.0939,0.0216228444895899,0.10909,0.0170162814934642
1.05,10,9.459,0.00503264102824343,0.93228,0.00250601098638886,0.04531,0.0275134549738476,0.41051,0.131633546552636,0.58949,0.0916671821325594,0.09405,0.0208752610542221,0.10909,0.0160263151750549
1.1,10,9.459,0.00503264102824343,0.93228,0.00250601098638886,0.04531,0.0275134549738476,0.41051,0.131633546552636,0.58949,0.0916671821325594,0.09405,0.0208752610542221,0.10909,0.0160263151750549
1.15,10,9.459,0.00503264102824343,0.93228,0.00250601098638886,0.04531,0.0275134549738476,0.41051,0.131633546552636,0.58949,0.0916671821325594,0.09405,0.0208752610542221,0.10909,0.0160263151750549
1.2,10,9.459,0.00503264102824343,0.93228,0.00250601098638886,0.04531,0.0275134549738476,0.41051,0.131633546552636,0.58949,0.0916671821325594,0.09405,0.0208752610542221,0.10909,0.0160263151750549
