DemandParameter,reps,inv_mean,inv_rmoe,serv_mean,serv_rmoe,gini_mean,gini_rmoe,minsl_mean,minsl_rmoe,maxmindiffsl_mean,maxmindiffsl_rmoe,wgtdstddev_serv_mean,wgtdstddev_serv_rmoe,stddev_serv_mean,stddev_serv_rmoe
0,30,18.8296666666667,0.00596424492394463,0.979466666666667,0.00118029096138763,0.01313,0.0576954523720604,0.819183333333333,0.0328763324803483,0.180816666666667,0.148945028826767,0.02676,0.0647914288835805,0.0264633333333333,0.0453218072621875
0.1,30,18.839,0.00625259571263715,0.979026666666667,0.00116703139997627,0.0133466666666667,0.0579327853779923,0.81491,0.0340781687275671,0.18509,0.150038578409324,0.0271233333333333,0.0674381959754326,0.0269833333333333,0.0464546557945105
0.2,30,18.82,0.006463637614722,0.978523333333333,0.00115742695725867,0.01363,0.0559030356412445,0.80814,0.0350175268859333,0.19186,0.147498510255385,0.0276933333333333,0.066497772792868,0.0276866666666667,0.047613302575327
0.3,30,18.7876666666667,0.00675885804125418,0.977813333333333,0.00112390809647431,0.0140066666666667,0.0512983715411722,0.800753333333333,0.035984223406685,0.199246666666667,0.144617158833177,0.02836,0.0564551155273334,0.0287266666666667,0.0466335023030559
0.4,30,18.7823333333333,0.00687132690684999,0.976296666666667,0.00118612277773472,0.0146733333333333,0.050562542064656,0.79309,0.0370376512010608,0.20691,0.141966027698271,0.0293666666666667,0.053624795815726,0.0299233333333333,0.0441482446238067
0.5,30,18.782,0.00730236414892671,0.974553333333333,0.00123600745124013,0.01556,0.0501519565671167,0.784876666666667,0.0379083668003831,0.215123333333333,0.138308532654425,0.0307533333333333,0.0540331768212085,0.03128,0.042996699541668
0.6,30,18.808,0.00741011394732283,0.972633333333333,0.00121813974508697,0.01663,0.0446749848398573,0.77603,0.0393275203243737,0.22397,0.136265283731409,0.0326633333333333,0.0473096934938445,0.0329166666666667,0.0423878721121012
0.7,30,18.8423333333333,0.00722328614347608,0.970596666666667,0.00134569897158054,0.0177833333333333,0.0455231104168079,0.763113333333333,0.0398973937236993,0.236886666666667,0.128526580006492,0.0348966666666667,0.048468136611394,0.0345866666666667,0.04098088608414
0.8,30,18.9323333333333,0.00774907856180218,0.967896666666667,0.00150490635780046,0.01921,0.046556964124753,0.754983333333333,0.0410762616188152,0.245016666666667,0.126570544525591,0.0372633333333333,0.0464274712770318,0.03647,0.0414581015763735
0.9,30,19.033,0.00815043287597332,0.965013333333333,0.00159432102453236,0.0205833333333333,0.0466719141069018,0.7481,0.0435033129768936,0.2519,0.129197413410139,0.0393433333333333,0.0466848380195929,0.03841,0.0400599384765534
1,30,19.1573333333333,0.00826704570741698,0.961883333333333,0.0015876599300752,0.0222233333333333,0.0429696329071235,0.740666666666667,0.0448146989797257,0.259333333333333,0.127992623564204,0.04194,0.0450138005729997,0.04059,0.0395342827385082
