DemandParameter,reps,inv_mean,inv_rmoe,serv_mean,serv_rmoe,gini_mean,gini_rmoe,minsl_mean,minsl_rmoe,maxmindiffsl_mean,maxmindiffsl_rmoe,wgtdstddev_serv_mean,wgtdstddev_serv_rmoe,stddev_serv_mean,stddev_serv_rmoe
0,30,8.796,0.00307723450746695,0.93645,0.00169739875896027,0.0397666666666667,0.0211371434610686,0.333153333333333,0.0636528325876654,0.666846666666667,0.0318006438551931,0.08276,0.0152224421676621,0.0995766666666667,0.0107721929291376
0.1,30,8.805,0.00308361604263377,0.93456,0.00171527136969721,0.0409566666666667,0.0205452433182448,0.335236666666667,0.0608539748546222,0.664763333333333,0.030688340738329,0.0848366666666667,0.015273002611737,0.101956666666667,0.0110177247963649
0.2,30,8.82233333333333,0.00318077760391992,0.9308,0.00177402016222027,0.0427433333333333,0.0194294169211658,0.340016666666667,0.0597474408757091,0.659983333333333,0.0307812707721241,0.0873333333333333,0.0140523442307683,0.104746666666667,0.0101786398585523
0.3,30,8.847,0.00320810479842209,0.925023333333333,0.00186084174451269,0.0450633333333333,0.0184948510112526,0.35197,0.0589429181787228,0.64803,0.0320141643309184,0.08991,0.0137719422031289,0.107243333333333,0.00995824987544992
0.4,30,8.87766666666667,0.00351191344510051,0.917423333333333,0.00204396851577968,0.0477933333333333,0.0191001401287714,0.35822,0.0557920518798785,0.64178,0.0311412459478483,0.0925266666666667,0.0139676701986614,0.109706666666667,0.0102348310698009
0.5,30,8.91866666666667,0.00361605472016893,0.908416666666667,0.00211674181556639,0.0508733333333333,0.0187927365078779,0.364236666666667,0.0510990564898599,0.635763333333333,0.0292752806427102,0.0952533333333333,0.0140689335863945,0.112023333333333,0.0100602277475253
0.6,30,8.97333333333333,0.00358730535994301,0.89787,0.00220486792048408,0.0544933333333333,0.0186829472430363,0.36627,0.0481731930939073,0.63373,0.0278421337706995,0.0982033333333333,0.0141016510454509,0.114293333333333,0.00973110311840153
0.7,30,9.044,0.00374301276003859,0.886283333333333,0.0022507394203358,0.0586533333333333,0.0185273197953172,0.370176666666667,0.0475820340125859,0.629823333333333,0.0279661895833207,0.1016,0.0143906115202422,0.11659,0.00993455287234471
0.8,30,9.15933333333333,0.00384843661493301,0.874733333333333,0.00225765124907742,0.0627233333333333,0.0183800205922422,0.381323333333333,0.0449942821417166,0.618676666666667,0.0277323690574288,0.104806666666667,0.014860301501483,0.11838,0.00967619284441958
0.9,30,9.326,0.00386817254552483,0.863866666666667,0.00230075644963991,0.0664366666666667,0.0182226546871136,0.392733333333333,0.0476380291868661,0.607266666666667,0.0308086101591644,0.10766,0.0152181698770084,0.12009,0.00986379407906517
1,30,9.541,0.00362479126881856,0.85447,0.0022516192608419,0.0695533333333333,0.0185530454436269,0.405793333333333,0.0489656175147045,0.594206666666667,0.0334394113440054,0.109936666666667,0.0158583658764279,0.121176666666667,0.0103820195129522
