SupplyDemandRatio,reps,inv_mean,inv_rmoe,serv_mean,serv_rmoe,gini_mean,gini_rmoe,minsl_mean,minsl_rmoe,maxmindiffsl_mean,maxmindiffsl_rmoe,wgtdstddev_serv_mean,wgtdstddev_serv_rmoe,stddev_serv_mean,stddev_serv_rmoe
0.6,25,4.9596,0.00668519198151937,0.575812,0.00146424201331965,0.27946,0.0117918351025265,0.094012,0.0230496099356514,0.88822,0.00382775569883697,0.290468,0.0126998875149478,0.26338,0.0108957036389083
0.65,25,5.4568,0.00601288775800755,0.622316,0.00165778759000678,0.234736,0.0122206930715527,0.0973,0.0336527497416019,0.890432,0.00432083259599699,0.263376,0.012144504719354,0.238956,0.0112586565735789
0.7,25,5.8996,0.00543362904537524,0.670216,0.0018786803886134,0.181492,0.0204468706906379,0.1068,0.0513271825833607,0.882632,0.00633830647893865,0.220644,0.0216075869104647,0.20356,0.0156808461432899
0.75,25,6.3212,0.00499430438774078,0.718808,0.00175720625543842,0.12816,0.029893642105844,0.164908,0.158595737804102,0.825932,0.0318037841225848,0.166556,0.0335870998821814,0.162276,0.0238634426336885
0.8,25,6.9196,0.00411930000532024,0.76502,0.00154707534861803,0.09552,0.0220954767414342,0.305556,0.06476440328969,0.686836,0.0287548126699454,0.131172,0.0219093341123596,0.136244,0.0198040975589545
0.85,25,7.7964,0.00520072090307573,0.808628,0.00140336463951592,0.080616,0.0215702925466036,0.376948,0.0511692590085052,0.62182,0.0312631759906901,0.117124,0.0208803217893393,0.124504,0.0115859559610977
0.9,25,8.8928,0.00570856593226477,0.844204,0.00180629127613579,0.072772,0.0199152802001773,0.394776,0.0567659968562498,0.605044,0.0370432389807398,0.112348,0.0176751861891243,0.122252,0.0123744956443623
0.95,25,9.3964,0.00423543217417196,0.852564,0.00234698723246096,0.07038,0.020837668009983,0.39776,0.0571475496211788,0.60224,0.0377441042397053,0.11068,0.0180770569716446,0.121564,0.011875795260361
1,25,9.4612,0.00393483986557363,0.853684,0.00238436955546562,0.069992,0.0213492158418116,0.397916,0.057062200396175,0.602084,0.037712283556521,0.110416,0.01836516977942,0.121512,0.0118978151950333
1.05,25,9.5092,0.00374602575799955,0.854132,0.0023654145552334,0.069904,0.0213426963622763,0.400256,0.0578250839584525,0.599744,0.0385911935840531,0.1104,0.0184024961140877,0.121496,0.0119623345140564
1.1,25,9.5456,0.0037639141709671,0.854424,0.00239140235217092,0.069864,0.0212066086597318,0.402968,0.0587396855673514,0.597032,0.039646473913801,0.110392,0.0182878213800155,0.121412,0.0120796354709179
1.15,25,9.5744,0.00365070106472364,0.854616,0.00236232997624025,0.069816,0.0211224161242879,0.403264,0.0586338077620071,0.596736,0.0396237261592028,0.110356,0.0183446298018274,0.121392,0.0120818414331441
1.2,25,9.5784,0.00365796299827407,0.85464,0.00237123856860803,0.06982,0.0211089645506191,0.403264,0.0586338077620071,0.596736,0.0396237261592028,0.110364,0.0183337835020693,0.121396,0.0120668918925392
