SupplyDemandRatio,reps,inv_mean,inv_rmoe,serv_mean,serv_rmoe,gini_mean,gini_rmoe,minsl_mean,minsl_rmoe,maxmindiffsl_mean,maxmindiffsl_rmoe,wgtdstddev_serv_mean,wgtdstddev_serv_rmoe,stddev_serv_mean,stddev_serv_rmoe
0.6,25,2.802,0.00851936682765464,0.566652,0.00152743031332555,0.066516,0.0225791037067811,0.399956,0.0535728749954501,0.423316,0.0532609861710819,0.069588,0.0209150688252605,0.069332,0.0139286338533171
0.65,25,3.1876,0.00877711359641328,0.61268,0.00137943421945505,0.065016,0.0268278797679825,0.440368,0.0507870605761294,0.443716,0.0492527438974274,0.073148,0.0243038692197753,0.0719,0.0160503025479857
0.7,25,3.6424,0.0080613107648199,0.659448,0.00126648007027746,0.060676,0.0248753896944543,0.477776,0.0548233627923851,0.431128,0.0596036207959311,0.072536,0.02238614410458,0.071324,0.0170689475888013
0.75,25,4.1532,0.00828548096712228,0.707304,0.00139864174140399,0.056392,0.0235739286986915,0.506892,0.0555602603922033,0.422708,0.0645601986296525,0.071648,0.0213061330310338,0.069832,0.0167839693719665
0.8,25,4.7748,0.00876922101847891,0.753312,0.00148277085657066,0.050988,0.0278238174018194,0.543912,0.061894451765084,0.406484,0.0807139948719867,0.068924,0.0261906124634931,0.067648,0.0186439677425616
0.85,25,5.5088,0.00894764471090614,0.799452,0.00151423838885855,0.045984,0.0305164567971697,0.586064,0.0551520284551893,0.38168,0.0823239421012464,0.06566,0.0298810791159959,0.064212,0.0199974733897179
0.9,25,6.4004,0.0085131444869058,0.845192,0.00154968185621241,0.042396,0.0322363461813809,0.613692,0.0610679656887956,0.367404,0.101065254611785,0.063952,0.03302838715919,0.061272,0.0206745118086663
0.95,25,7.5188,0.00832180164489671,0.889524,0.00161047555411318,0.03516,0.0348247441529989,0.642364,0.0671998970567968,0.351068,0.1232990432115,0.056712,0.0363666063703817,0.054844,0.0276069271107446
1,25,9.0696,0.00859231251157224,0.932464,0.00150838383685679,0.027496,0.036620090425452,0.6676,0.0713482120370056,0.332316,0.143361454185458,0.04846,0.0410280001976308,0.046924,0.0364628565851641
1.05,25,11.26,0.0089876831478203,0.969176,0.00130474823468507,0.01708,0.0561748368097575,0.704904,0.0774745855168545,0.295096,0.185065691263768,0.034788,0.0728614943875011,0.035432,0.0728654230814393
1.1,25,12.0148,0.00366245272002851,0.975668,0.00126334547623848,0.014932,0.0654104953036835,0.720624,0.0806604575479345,0.279376,0.208056030439346,0.032048,0.084500359884375,0.032696,0.0846773560429319
1.15,25,12.0148,0.00366245272002851,0.975668,0.00126334547623848,0.014932,0.0654104953036835,0.720624,0.0806604575479345,0.279376,0.208056030439346,0.032048,0.084500359884375,0.032696,0.0846773560429319
1.2,25,12.0148,0.00366245272002851,0.975668,0.00126334547623848,0.014932,0.0654104953036835,0.720624,0.0806604575479345,0.279376,0.208056030439346,0.032048,0.084500359884375,0.032696,0.0846773560429319
