SupplyDemandRatio,reps,inv_mean,inv_rmoe,serv_mean,serv_rmoe,gini_mean,gini_rmoe,minsl_mean,minsl_rmoe,maxmindiffsl_mean,maxmindiffsl_rmoe,wgtdstddev_serv_mean,wgtdstddev_serv_rmoe,stddev_serv_mean,stddev_serv_rmoe
0.6,25,4.1972,0.00536869001227775,0.585208,0.00145347089201675,0.201144,0.00994027528656594,0.132656,0.0386042098237027,0.74194,0.0103481499438086,0.213896,0.0102507173830803,0.20154,0.00633900576649743
0.65,25,4.6796,0.00583114851312359,0.632584,0.00136126294867924,0.168396,0.0090630382845189,0.215028,0.0369049246693655,0.686188,0.0145937947951116,0.191412,0.00953031005526131,0.18104,0.00799244730392661
0.7,25,5.3808,0.00757072881988361,0.678632,0.0014452094916893,0.156336,0.00683621879468164,0.297232,0.035655261314354,0.644472,0.0162637897764831,0.19034,0.00729297576355291,0.174732,0.00594747445310434
0.75,25,6.2868,0.00509973772560687,0.72184,0.001581637876718,0.149308,0.0104672439101138,0.337216,0.0501552705031394,0.638756,0.026543198323615,0.193552,0.0108089764903975,0.17666,0.00812825142876981
0.8,25,6.7396,0.00404185331355685,0.7674,0.00158853292790728,0.122136,0.0133770967498455,0.3729,0.0680827253643988,0.618936,0.041288861674019,0.167428,0.0136512868104674,0.158012,0.00900682706877763
0.85,25,7.1992,0.00440376264044534,0.81248,0.0016030900720086,0.090068,0.0160635021857253,0.385804,0.0751342195430553,0.608724,0.0480405809343875,0.130144,0.0155658306540402,0.131824,0.0117042590105484
0.9,25,7.6952,0.00489959853113112,0.85672,0.00161669070148465,0.065104,0.0156534853211335,0.39228,0.0777571669974781,0.605764,0.0508248749672516,0.10332,0.0125140960661573,0.113936,0.0110650469144692
0.95,25,8.4468,0.00596682662163716,0.898816,0.00157639680903022,0.050028,0.0128105267994746,0.40246,0.0769505016868079,0.597136,0.051748433820391,0.09274,0.012265210926009,0.10722,0.0120131005121031
1,25,9.2356,0.00435112588164562,0.928976,0.00143683107607574,0.04542,0.0175393689161106,0.411568,0.0759347038132596,0.588432,0.0531111397391978,0.093472,0.0138915085413313,0.109332,0.0125197553438692
1.05,25,9.4452,0.00294229457286593,0.932552,0.00172002701406432,0.044768,0.019626384737008,0.414328,0.077495616867758,0.585672,0.0548235257030973,0.093452,0.013813303721288,0.109288,0.0124516508341872
1.1,25,9.4452,0.00294229457286593,0.932552,0.00172002701406432,0.044768,0.019626384737008,0.414328,0.077495616867758,0.585672,0.0548235257030973,0.093452,0.013813303721288,0.109288,0.0124516508341872
1.15,25,9.4452,0.00294229457286593,0.932552,0.00172002701406432,0.044768,0.019626384737008,0.414328,0.077495616867758,0.585672,0.0548235257030973,0.093452,0.013813303721288,0.109288,0.0124516508341872
1.2,25,9.4452,0.00294229457286593,0.932552,0.00172002701406432,0.044768,0.019626384737008,0.414328,0.077495616867758,0.585672,0.0548235257030973,0.093452,0.013813303721288,0.109288,0.0124516508341872
