SupplyDemandRatio,reps,inv_mean,inv_rmoe,serv_mean,serv_rmoe,gini_mean,gini_rmoe,minsl_mean,minsl_rmoe,maxmindiffsl_mean,maxmindiffsl_rmoe,wgtdstddev_serv_mean,wgtdstddev_serv_rmoe,stddev_serv_mean,stddev_serv_rmoe
0.6,25,5.4664,0.00757751820740689,0.577064,0.00160475124276807,0.242148,0.0146901509622235,0.141964,0.0329012463938457,0.849636,0.00694681941666609,0.24906,0.0166162678742729,0.23818,0.0119260024129843
0.65,25,6.1048,0.00749776078503241,0.623604,0.00150717352439963,0.209012,0.00947931925141429,0.169932,0.0388215898926223,0.826772,0.00861829109127902,0.230744,0.0107458379640576,0.220984,0.00678142064887325
0.7,25,6.7508,0.00709972844971162,0.669004,0.00159685695325752,0.17602,0.0117232720547847,0.220812,0.0680770339304642,0.778968,0.0192881956195348,0.207276,0.0125255634094535,0.198316,0.01473988030119
0.75,25,7.3204,0.00509532041853799,0.71446,0.00161910744575701,0.147096,0.0227744005522985,0.324812,0.0417280929695953,0.675116,0.0200264858827801,0.185096,0.0235316767153925,0.171108,0.0179119435977093
0.8,25,8.1864,0.0088184708776214,0.757608,0.0014435961605474,0.126016,0.0183192920852944,0.364028,0.0285338370131306,0.635904,0.0163213652048579,0.16946,0.0188932293835376,0.155344,0.0127039361473426
0.85,25,9.642,0.00957851169160576,0.79608,0.00154790553705171,0.107352,0.0161354777282986,0.385404,0.033404334356813,0.614596,0.0209473606701852,0.152748,0.0160492594438537,0.141964,0.0101138159934213
0.9,25,10.83,0.00627015891563461,0.834516,0.00168033279220913,0.082944,0.0181421780283537,0.408128,0.0421451474010691,0.591872,0.029061375970655,0.125364,0.0170776060970726,0.122288,0.0136431483387546
0.95,25,11.4852,0.00554571686845109,0.8764,0.00153918248984851,0.059484,0.0186137866862948,0.5329,0.037150152610007,0.4671,0.042383464624005,0.096432,0.0229205819007493,0.092296,0.0246293562740809
1,25,12.2468,0.00567920703541543,0.91496,0.00147083551068072,0.047644,0.022270657736927,0.599872,0.0291622874035633,0.400128,0.0437201087385794,0.083112,0.0276873665734879,0.07702,0.0240367393216597
1.05,25,13.4128,0.00633124049337321,0.941176,0.00192895811256452,0.034876,0.0435923966501682,0.632124,0.0369059709866758,0.367876,0.06341579772527,0.065404,0.0504439965214766,0.064316,0.0246546811529433
1.1,25,13.7696,0.00497009968662243,0.947228,0.00262357137696875,0.0324,0.0543805523595302,0.6446,0.0408372633568033,0.3554,0.0740678108041514,0.062208,0.0564362849805232,0.061704,0.0261265334010667
1.15,25,13.7908,0.00502745845405252,0.947544,0.00265513936543042,0.032268,0.0550256207305257,0.650644,0.0404556017248347,0.349356,0.0753449047065266,0.061992,0.0565154253605058,0.061484,0.0264119404938894
1.2,25,13.7908,0.00502745845405252,0.947544,0.00265513936543042,0.032268,0.0550256207305257,0.650644,0.0404556017248347,0.349356,0.0753449047065266,0.061992,0.0565154253605058,0.061484,0.0264119404938894
