SupplyDemandRatio,reps,inv_mean,inv_rmoe,serv_mean,serv_rmoe,gini_mean,gini_rmoe,minsl_mean,minsl_rmoe,maxmindiffsl_mean,maxmindiffsl_rmoe,wgtdstddev_serv_mean,wgtdstddev_serv_rmoe,stddev_serv_mean,stddev_serv_rmoe
0.6,25,5.24,0.00520537741227611,0.581304,0.00150593193317425,0.180572,0.013968546388303,0.144,0.0786044121769454,0.778628,0.0173829711321466,0.184084,0.0138740496613098,0.17704,0.0140107602161457
0.65,25,5.6824,0.00535570775029521,0.628044,0.0015232447667014,0.160948,0.0116897006307404,0.28116,0.0465259962168197,0.661796,0.0236710673368496,0.176612,0.0111076314940083,0.16278,0.00914069750540442
0.7,25,6.1208,0.00451316525131327,0.674544,0.0016135461025324,0.158312,0.00963020905807475,0.297592,0.0326469325515921,0.670484,0.0134157070618071,0.188356,0.00954222114261621,0.173764,0.00757695884178205
0.75,25,6.5712,0.00450155773508435,0.720696,0.00161950809475349,0.145992,0.0119032395755342,0.342288,0.0498677084883803,0.641856,0.0262259295699371,0.18688,0.0116456314820938,0.170272,0.00792073508187736
0.8,25,7.036,0.00403361957483305,0.765688,0.00161458397197309,0.124224,0.0155096200382444,0.372344,0.067848198066172,0.620836,0.0409639365773376,0.169452,0.0160865996292275,0.157612,0.0100270128339888
0.85,25,7.4876,0.00463180583921541,0.81018,0.00154198499890033,0.094164,0.0167166666946404,0.386168,0.0751792847930724,0.608812,0.0481941927564295,0.13616,0.0162153352309838,0.134484,0.010891630384501
0.9,25,7.9764,0.00422970507621642,0.854068,0.00186860423383357,0.068252,0.0162424120745229,0.393744,0.0772494514100616,0.603292,0.0506260702735598,0.107736,0.0133340355710576,0.116524,0.0109214078627426
0.95,25,8.5188,0.0050132666871112,0.897988,0.00172251716828993,0.050332,0.0151883554262396,0.400928,0.0782913020718622,0.598688,0.0523709387735699,0.09288,0.0127450468684717,0.106868,0.0124910976369739
1,25,9.2468,0.00428624214885471,0.928728,0.00140410017504121,0.045412,0.0173203919921162,0.412448,0.0759238705907301,0.587552,0.0532968121585927,0.093316,0.0137077234277784,0.109112,0.0124449718690019
1.05,25,9.4452,0.00294229457286593,0.932552,0.00172002701406432,0.044768,0.019626384737008,0.414328,0.077495616867758,0.585672,0.0548235257030973,0.093452,0.013813303721288,0.109288,0.0124516508341872
1.1,25,9.4452,0.00294229457286593,0.932552,0.00172002701406432,0.044768,0.019626384737008,0.414328,0.077495616867758,0.585672,0.0548235257030973,0.093452,0.013813303721288,0.109288,0.0124516508341872
1.15,25,9.4452,0.00294229457286593,0.932552,0.00172002701406432,0.044768,0.019626384737008,0.414328,0.077495616867758,0.585672,0.0548235257030973,0.093452,0.013813303721288,0.109288,0.0124516508341872
1.2,25,9.4452,0.00294229457286593,0.932552,0.00172002701406432,0.044768,0.019626384737008,0.414328,0.077495616867758,0.585672,0.0548235257030973,0.093452,0.013813303721288,0.109288,0.0124516508341872
