DemandParameter,reps,inv_mean,inv_rmoe,serv_mean,serv_rmoe,gini_mean,gini_rmoe,minsl_mean,minsl_rmoe,maxmindiffsl_mean,maxmindiffsl_rmoe,wgtdstddev_serv_mean,wgtdstddev_serv_rmoe,stddev_serv_mean,stddev_serv_rmoe
0,10,7.497,0.00629686166431377,0.8774,0.00205170674536082,0.0483,0.0278726127411143,0.37948,0.134684465065876,0.61249,0.0808969782908808,0.08501,0.0311583719203805,0.10022,0.0365026273626399
0.1,10,7.459,0.0059593350026583,0.87626,0.00216997029719454,0.04755,0.0331257544541644,0.37303,0.134498639586735,0.61949,0.0800132106499103,0.08159,0.0290871342309573,0.09536,0.0239110886471231
0.2,10,7.433,0.00569701056177832,0.87493,0.00237713639476922,0.04844,0.0316895415087399,0.36821,0.134603943910059,0.62444,0.078753549645211,0.08232,0.0272091458250363,0.09554,0.0171673223292978
0.3,10,7.417,0.00606514957005078,0.87333,0.00246282194404883,0.05094,0.032116151585126,0.36848,0.134126530975619,0.62578,0.0799100309852574,0.08562,0.0266193682948929,0.09903,0.0149106897197933
0.4,10,7.422,0.00612148814432748,0.87143,0.0025373641230342,0.05318,0.0322699609898493,0.37019,0.133841978538534,0.62575,0.0805602106712341,0.08844,0.0268560829642658,0.10176,0.0124037158513721
0.5,10,7.449,0.00668478633625826,0.86933,0.00256053501960226,0.05569,0.0337391380868491,0.3728,0.132666928388809,0.6246,0.080256460460707,0.09187,0.0280576315830276,0.10535,0.0157652388451301
0.6,10,7.484,0.00699686998443742,0.86715,0.00261108573422492,0.05758,0.0324867688009067,0.3773,0.133323752958786,0.62065,0.0815815896779711,0.09444,0.026355932221007,0.10813,0.013695878350775
0.7,10,7.531,0.00664605948064937,0.86493,0.00272391785260154,0.05911,0.0312326330023179,0.38177,0.132860848113816,0.61611,0.0827560151799667,0.09638,0.026283269612742,0.10982,0.0166209760329102
0.8,10,7.599,0.00734027527682473,0.86241,0.00283181128689658,0.06085,0.0315641376152667,0.38438,0.130321035061678,0.61373,0.0821900442232742,0.09832,0.0280017440279322,0.11096,0.0198316630148713
0.9,10,7.659,0.00776629381767001,0.85973,0.00292114184424821,0.06265,0.0317789667672723,0.388,0.130751374126879,0.60991,0.0831660337934742,0.10037,0.0276777834174002,0.11211,0.0169931542585437
1,10,7.716,0.00815849710111422,0.85704,0.003053863314791,0.06437,0.0297959386963194,0.39133,0.128187952558753,0.60626,0.083276229332872,0.10243,0.0258020199273299,0.1138,0.0164579456213982
