DemandParameter,reps,inv_mean,inv_rmoe,serv_mean,serv_rmoe,gini_mean,gini_rmoe,minsl_mean,minsl_rmoe,maxmindiffsl_mean,maxmindiffsl_rmoe,wgtdstddev_serv_mean,wgtdstddev_serv_rmoe,stddev_serv_mean,stddev_serv_rmoe
0,10,9.288,0.00408708649595385,0.87043,0.00201907869290658,0.04531,0.0338003074817682,0.5686,0.0674367259805283,0.4314,0.0888839183878729,0.07499,0.0354075382299565,0.08166,0.0491792278993239
0.1,10,9.288,0.0054103665898848,0.86972,0.00208118902276517,0.04557,0.0322822688961954,0.5453,0.0550414071002774,0.4547,0.0660085315411948,0.07678,0.0352258685258162,0.08458,0.0500610613786866
0.2,10,9.328,0.00623946149293701,0.86854,0.00221878183725569,0.04603,0.0369691922975894,0.5535,0.0280632184508506,0.4465,0.0347883346305617,0.07665,0.031920254905574,0.08397,0.0218079159620416
0.3,10,9.405,0.00641391515377176,0.86697,0.00244306021329175,0.04691,0.0385939197673734,0.55884,0.0519580059530435,0.44099,0.0659051261333517,0.07727,0.0329883952735287,0.08393,0.0323305730221721
0.4,10,9.516,0.00691488566387777,0.86521,0.00256438099430141,0.04898,0.0394737683713774,0.56058,0.0458143274079807,0.43917,0.0584298080143122,0.07919,0.0342963302279972,0.08371,0.0278912659521108
0.5,10,9.701,0.0076990916771411,0.86292,0.00270468595504019,0.05386,0.0397686068851545,0.51678,0.0268496942364096,0.48301,0.0288012450567497,0.08667,0.0353781259211253,0.09072,0.0201512301295408
0.6,10,9.973,0.00902544329942117,0.85979,0.00252032493076339,0.05959,0.0378607143686755,0.46965,0.0238129905076821,0.53014,0.021627332738035,0.0954,0.0317042725076794,0.09915,0.00944025403009347
0.7,10,10.299,0.00993527014062856,0.85525,0.00247304907716876,0.06561,0.0383304090372072,0.45249,0.0283967374478778,0.54746,0.0235914958143497,0.10348,0.0335012328879567,0.10515,0.010327059588412
0.8,10,10.682,0.0107401726185937,0.84974,0.00253682727293905,0.07173,0.0351441969760925,0.43604,0.0328809752954354,0.56396,0.0254227613089965,0.11169,0.0322111249532431,0.11122,0.00942372165080736
0.9,10,11.097,0.010785658789191,0.84414,0.0026421976168231,0.07735,0.0334361238699847,0.42149,0.0369080441869934,0.57851,0.0268904107869801,0.11933,0.0312824550584227,0.11688,0.00950854052086043
1,10,11.481,0.0102096027000485,0.83864,0.00284518894404933,0.0824,0.0335229923487396,0.41058,0.0378826455185316,0.58942,0.0263884099572439,0.12614,0.0317108053485535,0.1219,0.0112602303625324
