DemandParameter,reps,inv_mean,inv_rmoe,serv_mean,serv_rmoe,gini_mean,gini_rmoe,minsl_mean,minsl_rmoe,maxmindiffsl_mean,maxmindiffsl_rmoe,wgtdstddev_serv_mean,wgtdstddev_serv_rmoe,stddev_serv_mean,stddev_serv_rmoe
0,10,18.864,0.010361490931461,0.97885,0.00180563394249998,0.01395,0.0929921866601266,0.81757,0.0549642711092811,0.18243,0.246325380314723,0.02869,0.114249324381143,0.02697,0.0741050340298697
0.1,10,18.892,0.0103699191182059,0.97837,0.00185566424560167,0.01423,0.0996002646015185,0.8133,0.0577051446710417,0.1867,0.251374366154034,0.02927,0.125780118128513,0.02769,0.0761665834306764
0.2,10,18.882,0.0106206024919292,0.97788,0.0019245336114469,0.01441,0.102338410658471,0.80666,0.0612520471807871,0.19334,0.255557962029863,0.02955,0.132539467069129,0.02834,0.0803383674641146
0.3,10,18.85,0.0103376267909665,0.97781,0.0013321202977982,0.01425,0.0707382066145197,0.79442,0.0634246265632019,0.20558,0.245090922435737,0.02891,0.0816157183071968,0.02921,0.0725073260520467
0.4,10,18.792,0.0107830177401161,0.97678,0.00144288787316354,0.01463,0.0748069696670313,0.78302,0.0670968756367823,0.21698,0.242133816762435,0.02952,0.079482755612546,0.03048,0.0731853962772208
0.5,10,18.785,0.0113407378872979,0.97519,0.00124093663893898,0.01544,0.0707092670169196,0.77303,0.0713256096977207,0.22697,0.242925655657704,0.03098,0.0733080341460964,0.03189,0.0672866061664256
0.6,10,18.83,0.012535922564692,0.9733,0.0014549383771355,0.01644,0.0677968231951124,0.76006,0.0750481018635905,0.23994,0.237730517222808,0.03289,0.0661895086703454,0.03356,0.0701061412024434
0.7,10,18.851,0.0123368463246559,0.97133,0.00175707664218942,0.01765,0.0795500727022591,0.74683,0.0770961366064756,0.25317,0.227427055740468,0.03526,0.0820950710819971,0.03523,0.0730347374550567
0.8,10,18.935,0.011978655562083,0.96872,0.00189148315909366,0.01911,0.0820719347227528,0.73469,0.0798788684969566,0.26531,0.221198620089816,0.03804,0.0885205928616368,0.03735,0.0789254557997055
0.9,10,19.031,0.0118001691418085,0.96539,0.00229906822802957,0.02069,0.0853923849621559,0.72418,0.0852760263986402,0.27582,0.223896718139973,0.0404,0.0883272352498388,0.03943,0.0800873601907061
1,10,19.153,0.0111893835722267,0.96193,0.00228071388499825,0.02252,0.0674634753862351,0.71794,0.0916471057828814,0.28206,0.233273498992278,0.0432,0.0721279497102268,0.04193,0.0736597528333258
