parameter,reps,inv_mean,inv_amoe,inv_rmoe,serv_mean,serv_amoe,serv_rmoe,sdsl_mean,sdsl_amoe,sdsl_rmoe
1,97,1.0670618556701,0.00488540745885547,0.00457837325258664,0.227578350515464,0.000293961083736521,0.00129169177591234,0.0226453608247423,0.000174274445894802,0.00769581227888365
1.5,97,1.16300515463918,0.00490145494182193,0.00421447396193409,0.284661855670103,0.000372757461295261,0.00130947457086506,0.0309474226804124,0.000221439881714499,0.00715535778217344
2,97,1.29296082474227,0.00495310835018344,0.00383082631383729,0.337770103092783,0.00044805469966,0.00132650786898366,0.0387525773195876,0.000267461612193669,0.0069017761060883
2.5,97,1.45315051546392,0.00505461336587249,0.00347838252960245,0.387620618556701,0.000521422859985954,0.00134518865876501,0.0462948453608247,0.000317587096546328,0.00686009628223263
3,97,1.64171958762887,0.00518056237366389,0.00315557078852069,0.434996907216495,0.000591277553032072,0.00135926840679306,0.0536556701030928,0.000379519422746018,0.00707323982753022
3.5,97,1.85636082474227,0.00531933137629686,0.00286546198637616,0.479756701030928,0.000654541895956936,0.00136432048692685,0.0607969072164948,0.000439025980308981,0.00722118937309805
4,97,2.0977793814433,0.00550334212529594,0.00262341320254067,0.522322680412371,0.000719482326012454,0.00137746713476893,0.0672742268041237,0.000508771312596258,0.00756264823492661
5,97,2.65777835051546,0.00607140517586112,0.00228439108727167,0.59990206185567,0.000843370256777324,0.00140584657130288,0.0766546391752577,0.000595972443103434,0.00777477331464368
6,97,3.32727216494845,0.00696818027791456,0.00209426218609998,0.668292783505155,0.000928245257431742,0.00138897992069158,0.0801484536082474,0.000611093134330559,0.00762451559349458
7,97,4.10512268041237,0.00833786654786592,0.00203108827603378,0.72719381443299,0.000994594751530416,0.00136771618761076,0.0796020618556701,0.000611827636416758,0.00768607774916797
8,97,4.87966701030928,0.012390630593895,0.00253923691262483,0.762457731958763,0.000684831345928969,0.000898189259842154,0.0755886597938144,0.00062323063353315,0.00824502822557187
9,97,5.53590309278351,0.0127953475197664,0.00231133878344911,0.764377319587629,0.0007209315396057,0.000943161866700378,0.0739546391752577,0.000627900646334433,0.00849034831806066
10,97,6.26279072164948,0.0153536608068529,0.00245156855613549,0.763384536082474,0.000748896991515203,0.000981021956979089,0.0811268041237113,0.000836974876410163,0.0103168722773037
11,97,6.82885979381443,0.0211382866276771,0.00309543426954293,0.76260412371134,0.000736815850716643,0.000966183931881728,0.101320618556701,0.000640641845475039,0.00632291684161524
12,97,7.30406804123711,0.0280103258706687,0.0038348938855072,0.763575257731959,0.000755422182905158,0.000989322499983803,0.116575257731959,0.000631739115588094,0.00541915263906729
13,97,7.75739381443299,0.0301652918378283,0.00388858585233928,0.764154639175258,0.000764288062372921,0.00100017460235249,0.132696907216495,0.000666530569733825,0.00502295482023844
14,97,8.01931443298969,0.0394282834730313,0.00491666510928067,0.764416494845361,0.000752684763243036,0.000984652696950635,0.144547422680412,0.000584425640366259,0.00404314120258233
15,97,8.21285979381443,0.0373152734619036,0.00454351765386374,0.763731958762887,0.000765768447875403,0.00100266649717764,0.151589690721649,0.000605268860117511,0.00399281017881956
16,97,8.50248144329897,0.0335381972152717,0.00394451871949736,0.761989690721649,0.00077373757365821,0.00101541737779344,0.156647422680412,0.000612899566769051,0.00391260549507713
17,97,8.91305773195876,0.0303273801667155,0.00340257867487757,0.759715463917526,0.0007781549369903,0.0010242715515855,0.163137113402062,0.000687563713586018,0.00421463699612898
18,97,9.40079175257732,0.0294476175403105,0.00313246142615989,0.757313402061856,0.000769230491796402,0.00101573600797517,0.170888659793814,0.000660801933842515,0.00386685655232948
19,97,9.81101958762887,0.035236614759657,0.00359153444195427,0.755573195876289,0.000741112300548031,0.000980861026559463,0.178646391752577,0.000547030774671791,0.00306208689302508
20,97,10.0961309278351,0.0393222495317636,0.00389478403289641,0.754561855670103,0.00071893130729413,0.00095277981770715,0.185672164948454,0.000873652303675052,0.00470534882769098
21,97,10.4079680412371,0.0386565331192136,0.00371412872964768,0.753275257731959,0.00072279191479182,0.000959532265759105,0.198732989690722,0.00132309891197164,0.00665767125040844
22,97,10.7159701030928,0.0404753331097747,0.00377710395982655,0.751715463917526,0.000716303519041984,0.000952891823335662,0.212741237113402,0.00104409899818001,0.00490783551109769
23,97,11.0399659793814,0.0408303272043485,0.00369841060023232,0.750086597938144,0.00071995306000868,0.00095982658800691,0.222435051546392,0.000799651124552217,0.00359498702651834
24,97,11.4111701030928,0.0394102505706931,0.0034536555160116,0.748332989690722,0.000717991211885674,0.000959454175850796,0.234617525773196,0.0009701803136913,0.00413515704120574
25,97,11.7884278350515,0.0398702947844627,0.00338215539360668,0.746423711340206,0.000714541490077562,0.000957286698187281,0.244969072164948,0.000799425743937132,0.00326337417565448
30,97,14.1060587628866,0.0428422262954231,0.00303715070350778,0.734827835051546,0.000727370409061225,0.000989851465017247,0.278555670103093,0.000794184121195022,0.00285107864040641
35,97,16.2520505154639,0.0428342744431637,0.00263562277279453,0.721611340206186,0.000740674423257811,0.00102641738286177,0.30489381443299,0.000831219231306338,0.00272625810022468
40,97,18.6399092783505,0.0468936211973082,0.00251576445448547,0.707740206185567,0.000752991521072705,0.00106393774790756,0.327763917525773,0.000846652035103148,0.00258311543715477
