DemandParameter,reps,inv_mean,inv_rmoe,serv_mean,serv_rmoe,gini_mean,gini_rmoe,minsl_mean,minsl_rmoe,maxmindiffsl_mean,maxmindiffsl_rmoe,wgtdstddev_serv_mean,wgtdstddev_serv_rmoe,stddev_serv_mean,stddev_serv_rmoe
0,10,6.125,0.00645751930353718,0.78275,0.00197773128453311,0.10243,0.0228466571566152,0.27212,0.0673013264402807,0.70998,0.0240199682812206,0.1477,0.021707940902635,0.15591,0.00972049330844479
0.1,10,6.106,0.00659930606669161,0.78264,0.00200667286051759,0.10159,0.023279174167506,0.26637,0.0688936553170607,0.71576,0.0241316748163957,0.14679,0.0225892599261768,0.15616,0.0120230034984954
0.2,10,6.122,0.00608952880990235,0.78218,0.00200110060403375,0.10116,0.0221575433140789,0.25103,0.039470552261496,0.72802,0.0123552899705402,0.14668,0.0209418511768993,0.15729,0.0100437648741015
0.3,10,6.171,0.0061451116183062,0.78124,0.00203000195288813,0.10091,0.0214252311969025,0.24558,0.0468513201968442,0.73028,0.0132319245004398,0.14635,0.0194427899507353,0.15772,0.00652813119544512
0.4,10,6.204,0.00651211362005824,0.77991,0.00209507952783899,0.09967,0.0180399726905345,0.25159,0.0706126651793797,0.72041,0.0219819767530358,0.1441,0.0168231092197887,0.15572,0.0122547840985384
0.5,10,6.251,0.00684484063069686,0.77836,0.0021827537108397,0.09808,0.0206407828153638,0.31181,0.0970581027986804,0.65999,0.0427373614001759,0.13731,0.0219269492039588,0.14363,0.0181482716157278
0.6,10,6.331,0.00733272146370589,0.77653,0.00243528249956121,0.10156,0.0183924704560202,0.34743,0.118100671105632,0.62833,0.0642268816315088,0.14055,0.0194648320087121,0.14335,0.0129363073431932
0.7,10,6.425,0.00653090943039782,0.77454,0.0024506002859886,0.10606,0.0202311912045105,0.35119,0.117754281556276,0.62804,0.0650530853548455,0.14617,0.0210113538605119,0.1457,0.0128858390983006
0.8,10,6.522,0.00626866936122611,0.7727,0.0025525744421472,0.11081,0.0202695632402274,0.36843,0.130796886416099,0.61519,0.0791016018169494,0.15245,0.0212610766164601,0.14828,0.0121320075829211
0.9,10,6.634,0.00624724208486007,0.77048,0.00270889840850438,0.11693,0.0208538374498606,0.37608,0.1305258984571,0.61346,0.0787426040492259,0.16069,0.0217377357229053,0.15405,0.0120959099705345
1,10,6.74,0.00600676348847994,0.76802,0.00277788466302024,0.12097,0.0200281874224772,0.38078,0.124940541685004,0.61195,0.07734300200464,0.16571,0.0209170957485562,0.15756,0.0121971155689063
