DemandParameter,reps,inv_mean,inv_rmoe,serv_mean,serv_rmoe,gini_mean,gini_rmoe,minsl_mean,minsl_rmoe,maxmindiffsl_mean,maxmindiffsl_rmoe,wgtdstddev_serv_mean,wgtdstddev_serv_rmoe,stddev_serv_mean,stddev_serv_rmoe
0,10,6.184,0.00970821639284772,0.78114,0.00270533841405169,0.10394,0.0856981091546614,0.25968,0.0941233309473885,0.73046,0.033152237242482,0.15577,0.0868713671626485,0.16088,0.0633861275033227
0.1,10,6.154,0.0067009594459098,0.78094,0.00251319575197271,0.09741,0.0774537190012748,0.25692,0.0736865146363026,0.72764,0.0241365149193864,0.14656,0.073692283374762,0.15644,0.0405532209892287
0.2,10,6.186,0.00425615968229717,0.77985,0.00250358088801969,0.09659,0.0579183984307799,0.24532,0.0707125169602188,0.74043,0.0267703034228089,0.14512,0.0626777092470603,0.15276,0.0409589360422696
0.3,10,6.304,0.00703211994272996,0.77718,0.00309964808871498,0.10929,0.05254602803271,0.24121,0.109690821702315,0.75125,0.0359810944245182,0.1617,0.054719363612973,0.15931,0.0202188553925147
0.4,10,6.444,0.00400956870155587,0.77424,0.00293970771916191,0.11812,0.0532882213462191,0.23492,0.0542772458402648,0.75983,0.0180160095643646,0.17377,0.0523293229691228,0.16966,0.0294619127803783
0.5,10,6.564,0.00796511234745794,0.77234,0.00295518385502763,0.12223,0.0447166341738769,0.2438,0.0888450331030887,0.74852,0.0325123578972117,0.17938,0.0472025866874791,0.17117,0.0450869083292709
0.6,10,6.668,0.0105418901045283,0.76987,0.00352667018499095,0.12087,0.0570750279453087,0.25035,0.108757117272736,0.746,0.0370909733105969,0.17509,0.064357205433227,0.16882,0.049527770513397
0.7,10,6.794,0.00901271084178807,0.76859,0.00305032243192738,0.12072,0.0469394957709763,0.24215,0.048445816385875,0.75314,0.0159812284261586,0.17644,0.0514597396783844,0.16301,0.0330529198275937
0.8,10,6.943,0.01023092167976,0.76566,0.00419959532316679,0.12057,0.0547284168054682,0.24378,0.0492245770349714,0.75433,0.01614882276443,0.1744,0.0618239586102539,0.15667,0.0294984623653203
0.9,10,7.067,0.0119901780075239,0.76463,0.00276159871988894,0.11159,0.0734965306955898,0.25324,0.0745375487975109,0.74217,0.025220722814136,0.16095,0.0798190387481064,0.15088,0.0325164142875581
1,10,7.252,0.00793406805632576,0.76105,0.00434491737483461,0.11153,0.0877096656358051,0.2785,0.152144489966979,0.71616,0.0613643336659652,0.15708,0.098182510019536,0.14842,0.0549376149333634
