DemandParameter,reps,inv_mean,inv_rmoe,serv_mean,serv_rmoe,gini_mean,gini_rmoe,minsl_mean,minsl_rmoe,maxmindiffsl_mean,maxmindiffsl_rmoe,wgtdstddev_serv_mean,wgtdstddev_serv_rmoe,stddev_serv_mean,stddev_serv_rmoe
0,10,8.155,0.00856325655422168,0.77178,0.00218849985305949,0.11959,0.0134295869213869,0.20934,0.0303520313249726,0.79066,0.00803619031893577,0.17224,0.012313687825316,0.17684,0.0177536987435363
0.1,10,8.164,0.00859824824314355,0.77169,0.00233443391096034,0.1201,0.0146917892110737,0.20896,0.0298877644464858,0.79104,0.00789510929755469,0.17309,0.0118672195955492,0.17534,0.00997480322367489
0.2,10,8.208,0.00774018249871366,0.77147,0.00256142253405098,0.11908,0.0186150340915251,0.20825,0.0296168328126354,0.79175,0.00778996581399597,0.17116,0.0176819927075515,0.17567,0.0104268049880091
0.3,10,8.237,0.00813568754514177,0.77059,0.00200112459241693,0.11861,0.0146905096309844,0.20796,0.0292256687091381,0.79187,0.00763598638028013,0.16955,0.0138014577982618,0.1759,0.00694074509259783
0.4,10,8.305,0.00727195551301234,0.77033,0.00243664840950955,0.11769,0.0201527740233291,0.20772,0.0295971439375587,0.79201,0.00787509937570035,0.16778,0.0193909663059379,0.16992,0.0154524765266817
0.5,10,8.364,0.0112395240769219,0.76954,0.00242050593153057,0.11684,0.0235305961385786,0.24176,0.0868461516606969,0.75768,0.0281128793939904,0.16486,0.0244037167763594,0.16829,0.0195266312719538
0.6,10,8.472,0.00629151919838958,0.76877,0.00251100743409857,0.11588,0.0204261215832399,0.34238,0.0818514844363956,0.65729,0.0425673038098231,0.16037,0.0197339324774276,0.15348,0.0152780501323997
0.7,10,8.745,0.0130869386540723,0.76672,0.00254632613268051,0.11657,0.0190822279569405,0.42385,0.0307379208336601,0.57598,0.0226358836824402,0.16039,0.0194497702722323,0.15016,0.0151199133316561
0.8,10,9.116,0.0134164413341335,0.76294,0.00223410286620187,0.1214,0.0222399924004016,0.42173,0.0260664929658128,0.57811,0.0194015173505168,0.1663,0.0207869398728136,0.15172,0.0173638854167997
0.9,10,9.509,0.0111315681800771,0.75862,0.00256109137775385,0.12749,0.017160015271654,0.38367,0.0316825768327684,0.6162,0.0199171248179814,0.17418,0.0181505243435484,0.16055,0.0155758132018558
1,10,9.756,0.0125076627863451,0.75471,0.00314072927844863,0.13279,0.0112656234995124,0.37689,0.0258578221291279,0.62294,0.0155241632523767,0.18061,0.0103578786524354,0.16225,0.00812806695081655
