DemandParameter,reps,inv_mean,inv_rmoe,serv_mean,serv_rmoe,gini_mean,gini_rmoe,minsl_mean,minsl_rmoe,maxmindiffsl_mean,maxmindiffsl_rmoe,wgtdstddev_serv_mean,wgtdstddev_serv_rmoe,stddev_serv_mean,stddev_serv_rmoe
0,10,6.585,0.00519816680718042,0.78005,0.00213313129208559,0.10904,0.0232739752555496,0.26835,0.0672081968398413,0.71502,0.0246194098950109,0.15628,0.0219139573780602,0.16183,0.00995804201504258
0.1,10,6.549,0.00671368539979575,0.77989,0.00206000302546582,0.10844,0.0237904025930129,0.25985,0.0638383521138909,0.72276,0.023715945549289,0.15593,0.0242964816192063,0.16334,0.0121231349976522
0.2,10,6.531,0.00573702932261964,0.77939,0.00210950861117943,0.10717,0.0229724485383637,0.24502,0.0345746628672216,0.73547,0.0126197255702837,0.15402,0.0225831855466397,0.16206,0.0132525515291148
0.3,10,6.537,0.0055114331203439,0.77894,0.00221949549641931,0.10426,0.0200880414703576,0.24243,0.0424929197925132,0.73649,0.0138214546685224,0.15003,0.0180412749580646,0.16035,0.00824655067334032
0.4,10,6.569,0.00447998518981645,0.77839,0.00205679239800922,0.09987,0.0205335562576559,0.2877,0.132510509610111,0.68579,0.0532298414513007,0.1403,0.023796541641562,0.14623,0.0262966509728317
0.5,10,6.623,0.00479322764144797,0.77714,0.00246888009966994,0.09922,0.0288794197224896,0.35875,0.127846373403957,0.61617,0.0731073630961895,0.13681,0.0306051602370303,0.1379,0.023346977381157
0.6,10,6.679,0.00630079123896159,0.77533,0.00253274038231082,0.10468,0.0203636758174368,0.3601,0.129041256186055,0.62369,0.0777140890262075,0.14412,0.0205550195251856,0.13929,0.0196164744372149
0.7,10,6.761,0.0053358374751005,0.77312,0.00242277592865,0.11045,0.0142118647969812,0.36474,0.130662635869817,0.62139,0.0777157863721896,0.15175,0.0149255811757628,0.14604,0.0172907978920032
0.8,10,6.846,0.00624629732535379,0.77088,0.00268056410210754,0.11798,0.0173829663320244,0.36997,0.128961370702257,0.61924,0.0788814521782898,0.16221,0.0174715417684665,0.15307,0.0167540296094721
0.9,10,6.923,0.00556791371755982,0.76865,0.00269248971964467,0.12381,0.0175974224835929,0.37325,0.123458774564292,0.61986,0.074426507004127,0.16993,0.0185362179304219,0.15918,0.011948999485255
1,10,7.041,0.00852909844891125,0.76642,0.0030796393840052,0.1236,0.0222396277705409,0.37031,0.116191255704834,0.62068,0.0707644011607224,0.16881,0.0219953315463978,0.15633,0.0119484745254757
