DemandParameter,reps,inv_mean,inv_rmoe,serv_mean,serv_rmoe,gini_mean,gini_rmoe,minsl_mean,minsl_rmoe,maxmindiffsl_mean,maxmindiffsl_rmoe,wgtdstddev_serv_mean,wgtdstddev_serv_rmoe,stddev_serv_mean,stddev_serv_rmoe
0,10,9.766,0.0122598260251771,0.95518,0.0022918862660567,0.02063,0.0647018969067776,0.70101,0.145362460209722,0.29899,0.34081587421525,0.03905,0.106587083531641,0.03854,0.111891976026011
0.1,10,9.667,0.0126150333742429,0.95353,0.00235006464564501,0.02114,0.0661570805275533,0.69881,0.145813329971316,0.30119,0.338310744437915,0.03987,0.110314858107114,0.0392,0.109863551735778
0.2,10,9.551,0.0129732908139648,0.95171,0.00230467389327342,0.02181,0.0643796232638564,0.69474,0.144611630578274,0.30526,0.329121025446995,0.04094,0.109039078265617,0.04005,0.104762242876582
0.3,10,9.442,0.0129035923427762,0.94961,0.00242708643438241,0.02252,0.0634915680583756,0.6911,0.143824643199952,0.3089,0.32177795699413,0.04195,0.107892073172638,0.04095,0.100122699701392
0.4,10,9.344,0.0128401922772028,0.94748,0.00250198725636284,0.02318,0.0634236279132607,0.68828,0.143781897551111,0.31172,0.317471463000381,0.04296,0.104251990769766,0.04175,0.094402670975949
0.5,10,9.273,0.0137705701744473,0.94528,0.00258195461382767,0.02379,0.0633599065784841,0.6851,0.142767766876551,0.3149,0.310607167631391,0.04387,0.100893813199031,0.04262,0.089283732601338
0.6,10,9.208,0.0140651276681107,0.94281,0.00261633122195195,0.02444,0.0645480000319949,0.68087,0.14217297228878,0.31913,0.303328773986342,0.04482,0.0974355862654597,0.04356,0.0857309160474539
0.7,10,9.161,0.0145369140051728,0.94034,0.00264131314506909,0.02506,0.0609320092996295,0.67728,0.141942903694741,0.32272,0.29789008990572,0.04566,0.0929384525309559,0.04442,0.083473558536234
0.8,10,9.122,0.0148407394284538,0.93795,0.00270461464245546,0.0256,0.063842903608356,0.67282,0.141306163024423,0.32718,0.290585037612606,0.04642,0.0923559066482741,0.04511,0.0818224239264309
0.9,10,9.086,0.0150218823986419,0.93554,0.00274499981443676,0.02625,0.064001234555994,0.66698,0.140763849590564,0.33302,0.281925026724865,0.04725,0.0873636941680014,0.04597,0.0781903024336336
1,10,9.084,0.0148311472173215,0.93308,0.00285155353561366,0.02712,0.0629844660516686,0.66014,0.139320677963859,0.33969,0.27086641554074,0.04855,0.0808429274868403,0.04706,0.0720825181954141
