DemandParameter,reps,inv_mean,inv_rmoe,serv_mean,serv_rmoe,gini_mean,gini_rmoe,minsl_mean,minsl_rmoe,maxmindiffsl_mean,maxmindiffsl_rmoe,wgtdstddev_serv_mean,wgtdstddev_serv_rmoe,stddev_serv_mean,stddev_serv_rmoe
0,10,12.313,0.00896407599984455,0.95009,0.00179935585793781,0.02501,0.0671866158513928,0.77989,0.0430232003511035,0.22011,0.152439070109591,0.04453,0.082517513702365,0.04159,0.0454280764654011
0.1,10,12.323,0.0086697622925204,0.94776,0.00184280805403595,0.02603,0.0616650178549649,0.7735,0.0459586383577052,0.2265,0.156949257261302,0.04627,0.0766810702989307,0.04322,0.0413307305456618
0.2,10,12.353,0.00800018216012168,0.94507,0.00186500434769909,0.02701,0.0581779160233618,0.76257,0.0482396092313371,0.23743,0.154934417771725,0.04804,0.0741585804016339,0.04487,0.040493343601221
0.3,10,12.399,0.00695240509679785,0.94222,0.00209970215350861,0.02784,0.0592774535495359,0.7511,0.0501608489083268,0.2489,0.151369279289049,0.04948,0.0734141740770682,0.04634,0.0399080123848832
0.4,10,12.449,0.00595812981780944,0.93934,0.00243655798589736,0.02863,0.0605398283416811,0.73926,0.050858819599678,0.26074,0.144196866523195,0.05087,0.0715333683883499,0.0478,0.0400872845791948
0.5,10,12.492,0.0062838567744511,0.93641,0.00272289915457,0.02936,0.0605267938237965,0.72367,0.0500504395519049,0.27633,0.13107516950938,0.05224,0.06961955211227,0.04928,0.0410419944121382
0.6,10,12.541,0.00635675412811081,0.93355,0.00285757472808952,0.03025,0.057315602951058,0.71267,0.0532924747923474,0.28733,0.132182326976864,0.05373,0.0662624797587513,0.05092,0.0420161954516742
0.7,10,12.613,0.00651116509689917,0.93052,0.00298276358969521,0.03131,0.051683925648171,0.69589,0.0523963459319859,0.30411,0.119897711915457,0.05546,0.0604482426777087,0.0526,0.0370339429291713
0.8,10,12.706,0.00705475478395284,0.92742,0.00299737328338352,0.03249,0.0438486068067008,0.6792,0.0513104954580559,0.3208,0.10863493926157,0.05752,0.0515870020543627,0.05452,0.0329217875019804
0.9,10,12.815,0.00747628639440308,0.92425,0.00306124509669566,0.03373,0.0386716382314505,0.65646,0.0487932616685975,0.34354,0.0932375401844546,0.05984,0.0448308701706353,0.05654,0.0288381409719984
1,10,12.923,0.00774693240476032,0.92097,0.00311489903460437,0.03474,0.0368067157206542,0.63729,0.0466030855122573,0.36271,0.0818827172289334,0.06171,0.0417231973349944,0.05824,0.0271427999856042
