DemandParameter,reps,inv_mean,inv_rmoe,serv_mean,serv_rmoe,gini_mean,gini_rmoe,minsl_mean,minsl_rmoe,maxmindiffsl_mean,maxmindiffsl_rmoe,wgtdstddev_serv_mean,wgtdstddev_serv_rmoe,stddev_serv_mean,stddev_serv_rmoe
0,10,12.404,0.00737095499122656,0.94867,0.00209591845842678,0.02506,0.067302977483429,0.77247,0.0422618046451093,0.22753,0.143479876210643,0.04462,0.0812073974710172,0.04215,0.0422803231705517
0.1,10,12.427,0.00846436522625465,0.94656,0.0018052086996981,0.02605,0.0647748302072811,0.76328,0.0424363602240193,0.23672,0.136831805642909,0.04631,0.0817242516626477,0.04341,0.0456172946103319
0.2,10,12.438,0.00709720055270342,0.9438,0.00212032560513262,0.0271,0.0593963655343657,0.76033,0.045764528373375,0.23967,0.14518356013739,0.04811,0.0727016674361508,0.04531,0.0395119910496386
0.3,10,12.478,0.00710538293299724,0.94128,0.0022586854983048,0.0282,0.0538870415253936,0.7405,0.0463191297079358,0.2595,0.13217462639201,0.0503,0.0658363565007136,0.04735,0.0429613124874954
0.4,10,12.547,0.00709024913564475,0.93826,0.00245343457949427,0.02921,0.0563220834511895,0.72493,0.046572251817395,0.27507,0.122738293925125,0.05207,0.0664695591765315,0.04843,0.037146260633811
0.5,10,12.568,0.00624152955629433,0.93551,0.00275400133707848,0.02966,0.0645535011145461,0.71188,0.0477373010786666,0.28812,0.117948180938085,0.05291,0.0735001367689095,0.04965,0.0428388462624099
0.6,10,12.627,0.0065816883647934,0.93249,0.00275972065378124,0.03042,0.05323375148026,0.70379,0.0468445279089229,0.29622,0.111277308930785,0.0542,0.0618976448911728,0.05151,0.0402430737014402
0.7,10,12.686,0.00697140399761936,0.92965,0.00280322047713177,0.03193,0.0485160216467943,0.68554,0.0474123227881732,0.31446,0.10336145698723,0.05662,0.0555806881104536,0.0534,0.0312500369933743
0.8,10,12.781,0.00624994294495535,0.92672,0.00283944280350512,0.03231,0.0424775932210841,0.67433,0.0494776969444354,0.32567,0.102448169559803,0.05741,0.050318843034395,0.05453,0.0326013404307469
0.9,10,12.879,0.00722575104734313,0.92339,0.00289164909822889,0.03379,0.0457343792875809,0.65057,0.0472320174772482,0.34943,0.0879367358560323,0.06008,0.0486118060714203,0.05668,0.0301453497439799
1,10,13.013,0.00742661601737411,0.91988,0.00298414746920932,0.03498,0.0419538112985926,0.63412,0.0455471216846065,0.36588,0.0789393812251085,0.06198,0.0437212845129359,0.05839,0.0270603518690396
