DemandParameter,reps,inv_mean,inv_rmoe,serv_mean,serv_rmoe,gini_mean,gini_rmoe,minsl_mean,minsl_rmoe,maxmindiffsl_mean,maxmindiffsl_rmoe,wgtdstddev_serv_mean,wgtdstddev_serv_rmoe,stddev_serv_mean,stddev_serv_rmoe
0,10,14.155,0.0133169270826988,0.94593,0.00215178164254333,0.02595,0.0551620873268355,0.74279,0.0363691079308406,0.25721,0.10502939108102,0.04707,0.0620332061850891,0.04425,0.0355961497015936
0.1,10,14.146,0.0140104381191576,0.94398,0.00205330203413608,0.02713,0.0528046014045421,0.7321,0.0352040290721306,0.2679,0.096203320954486,0.04952,0.0612312319855324,0.04624,0.0327187417925787
0.2,10,14.155,0.0148220039174518,0.94182,0.00186622583228378,0.02839,0.0515553447594892,0.72039,0.0343607171617206,0.27961,0.0885272952903398,0.05216,0.0629381777868878,0.04834,0.0316513859503306
0.3,10,14.205,0.0153967329191704,0.93967,0.00185055414454414,0.02929,0.0512783251680944,0.7084,0.0347914434621684,0.2916,0.0845207769156383,0.05398,0.0626635078613072,0.04991,0.0317984809857184
0.4,10,14.279,0.0155249206551089,0.93721,0.00181017791607814,0.03004,0.0485947749928499,0.69281,0.0358204051227104,0.30719,0.080786271926381,0.05537,0.058547074559167,0.05118,0.0331350131379434
0.5,10,14.374,0.0152522559696077,0.93419,0.00188059717892631,0.03064,0.0464643326407002,0.67467,0.0348768184114204,0.32533,0.0723276152756678,0.05664,0.052050637646277,0.05229,0.0303974166373429
0.6,10,14.518,0.0145819096052284,0.93073,0.00196800020655136,0.03123,0.0459484624425627,0.65469,0.034238826249426,0.34531,0.0649150535960056,0.0579,0.0490995418024295,0.0534,0.0289112097437944
0.7,10,14.675,0.0132296804437738,0.92727,0.00216914832896537,0.03159,0.0469291209506899,0.6367,0.0331128892295832,0.3633,0.0580318650494787,0.0588,0.0473103752356528,0.05432,0.0294994915570697
0.8,10,14.865,0.0116768610584202,0.92345,0.00245230386085247,0.03233,0.0514819284022754,0.62198,0.0342626512238432,0.37802,0.0563744876149569,0.05988,0.0482144770040709,0.05608,0.0351622344633412
0.9,10,15.044,0.0108834138622399,0.91963,0.00278884523982938,0.03348,0.0520979970598065,0.60761,0.0371462910334399,0.39239,0.05752047171138,0.06189,0.0491510675422421,0.05916,0.0511403388222702
1,10,15.226,0.0113611002098058,0.91592,0.00314014482713608,0.03509,0.0528488370601885,0.59424,0.0341525534316082,0.40576,0.0500167915792559,0.0646,0.0490437900267911,0.06324,0.0537951291730687
